Document_types	General_and_reference
Cross-computing_tools_and_techniques	General_and_reference
Surveys_and_overviews	Document_types
Surveys_and_overviews	General_and_reference
Reference_works	Document_types
Reference_works	General_and_reference
General_conference_proceedings	Document_types
General_conference_proceedings	General_and_reference
Biographies	Document_types
Biographies	General_and_reference
General_literature	Document_types
General_literature	General_and_reference
Discrete_mathematics	Mathematics_of_computing
Probability_and_statistics	Mathematics_of_computing
Mathematical_software	Mathematics_of_computing
Information_theory	Mathematics_of_computing
Mathematical_analysis	Mathematics_of_computing
Continuous_mathematics	Mathematics_of_computing
Data_management_systems	Information_systems
Information_storage_systems	Information_systems
Information_systems_applications	Information_systems
World_Wide_Web	Information_systems
Information_retrieval	Information_systems
Database_design_and_models	Data_management_systems
Database_design_and_models	Information_systems
Data_structures	Data_management_systems
Data_structures	Information_systems
Database_management_system_engines	Data_management_systems
Database_management_system_engines	Information_systems
Query_languages	Data_management_systems
Query_languages	Information_systems
Database_administration	Data_management_systems
Database_administration	Information_systems
Information_integration	Data_management_systems
Information_integration	Information_systems
Middleware_for_databases	Data_management_systems
Middleware_for_databases	Information_systems
Relational_database_model	Database_design_and_models
Relational_database_model	Data_management_systems
Relational_database_model	Information_systems
Entity_relationship_models	Database_design_and_models
Entity_relationship_models	Data_management_systems
Entity_relationship_models	Information_systems
Graph-based_database_models	Database_design_and_models
Graph-based_database_models	Data_management_systems
Graph-based_database_models	Information_systems
Physical_data_models	Database_design_and_models
Physical_data_models	Data_management_systems
Physical_data_models	Information_systems
Data_model_extensions	Database_design_and_models
Data_model_extensions	Data_management_systems
Data_model_extensions	Information_systems
Hierarchical_data_models	Graph-based_database_models
Hierarchical_data_models	Database_design_and_models
Hierarchical_data_models	Data_management_systems
Hierarchical_data_models	Information_systems
Semi-structured_data	Data_model_extensions
Semi-structured_data	Database_design_and_models
Semi-structured_data	Data_management_systems
Semi-structured_data	Information_systems
Data_access_methods	Data_structures
Data_access_methods	Data_management_systems
Data_access_methods	Information_systems
Data_layout	Data_structures
Data_layout	Data_management_systems
Data_layout	Information_systems
Multidimensional_range_search	Data_access_methods
Multidimensional_range_search	Data_structures
Multidimensional_range_search	Data_management_systems
Multidimensional_range_search	Information_systems
Data_compression	Data_layout
Data_compression	Data_structures
Data_compression	Data_management_systems
Data_compression	Information_systems
Data_compression	Data_structures_design_and_analysis
Data_compression	Design_and_analysis_of_algorithms
Data_compression	Theory_of_computation
Data_encryption	Data_layout
Data_encryption	Data_structures
Data_encryption	Data_management_systems
Data_encryption	Information_systems
Cryptography	Security_and_privacy
Formal_methods_and_theory_of_security	Security_and_privacy
Security_services	Security_and_privacy
Intrusion/anomaly_detection_and_malware_mitigation	Security_and_privacy
Security_in_hardware	Security_and_privacy
Systems_security	Security_and_privacy
Network_security	Security_and_privacy
Network_security	Network_properties
Network_security	Networks
Database_and_storage_security	Security_and_privacy
Software_and_application_security	Security_and_privacy
Human_and_societal_aspects_of_security_and_privacy	Security_and_privacy
Key_management	Cryptography
Key_management	Security_and_privacy
Public_key_(asymmetric)_techniques	Cryptography
Public_key_(asymmetric)_techniques	Security_and_privacy
Symmetric_cryptography_and_hash_functions	Cryptography
Symmetric_cryptography_and_hash_functions	Security_and_privacy
Cryptanalysis_and_other_attacks	Cryptography
Cryptanalysis_and_other_attacks	Security_and_privacy
Information-theoretic_techniques	Cryptography
Information-theoretic_techniques	Security_and_privacy
Mathematical_foundations_of_cryptography	Cryptography
